,Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Domestic violence,Dating violence,Stalking,Location,There are no data to download.
0,2014.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,58322.0,1.0,9.0,2.0,On_campus_Student_Housing_Facilities,
1,2015.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,58663.0,0.0,10.0,3.0,On_campus_Student_Housing_Facilities,
2,2016.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,59482.0,3.0,12.0,8.0,On_campus_Student_Housing_Facilities,
0,2014.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,58322.0,0.0,0.0,0.0,Public_Property,
1,2015.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,58663.0,0.0,2.0,0.0,Public_Property,
2,2016.0,204796.0,Ohio State University-Main Campus,1.0,Main Campus,59482.0,0.0,0.0,0.0,Public_Property,
0,2014.0,209542.0,Oregon State University,1.0,Main Campus,28886.0,1.0,0.0,0.0,Noncampus,
1,2015.0,209542.0,Oregon State University,1.0,Main Campus,29576.0,0.0,1.0,1.0,Noncampus,
2,2016.0,209542.0,Oregon State University,1.0,Main Campus,30354.0,0.0,0.0,1.0,Noncampus,
0,2014.0,209542.0,Oregon State University,1.0,Main Campus,28886.0,5.0,1.0,6.0,On_campus,
1,2015.0,209542.0,Oregon State University,1.0,Main Campus,29576.0,4.0,4.0,19.0,On_campus,
2,2016.0,209542.0,Oregon State University,1.0,Main Campus,30354.0,5.0,2.0,32.0,On_campus,
0,2014.0,209542.0,Oregon State University,1.0,Main Campus,28886.0,3.0,0.0,3.0,On_campus_Student_Housing_Facilities,
1,2015.0,209542.0,Oregon State University,1.0,Main Campus,29576.0,0.0,2.0,10.0,On_campus_Student_Housing_Facilities,
2,2016.0,209542.0,Oregon State University,1.0,Main Campus,30354.0,2.0,2.0,11.0,On_campus_Student_Housing_Facilities,
0,2014.0,209542.0,Oregon State University,1.0,Main Campus,28886.0,0.0,0.0,0.0,Public_Property,
1,2015.0,209542.0,Oregon State University,1.0,Main Campus,29576.0,0.0,0.0,0.0,Public_Property,
2,2016.0,209542.0,Oregon State University,1.0,Main Campus,30354.0,0.0,2.0,0.0,Public_Property,
0,2014.0,194310.0,Pace University-New York,1.0,Pace University,12857.0,0.0,1.0,0.0,Noncampus,
1,2015.0,194310.0,Pace University-New York,1.0,Pace University,12843.0,0.0,0.0,0.0,Noncampus,
2,2016.0,194310.0,Pace University-New York,1.0,Pace University,13245.0,0.0,0.0,0.0,Noncampus,
0,2014.0,194310.0,Pace University-New York,1.0,Pace University,12857.0,0.0,1.0,0.0,On_campus,
1,2015.0,194310.0,Pace University-New York,1.0,Pace University,12843.0,0.0,0.0,2.0,On_campus,
2,2016.0,194310.0,Pace University-New York,1.0,Pace University,13245.0,0.0,2.0,0.0,On_campus,
0,2014.0,194310.0,Pace University-New York,1.0,Pace University,12857.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,
1,2015.0,194310.0,Pace University-New York,1.0,Pace University,12843.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,
2,2016.0,194310.0,Pace University-New York,1.0,Pace University,13245.0,0.0,2.0,0.0,On_campus_Student_Housing_Facilities,
0,2014.0,194310.0,Pace University-New York,1.0,Pace University,12857.0,0.0,0.0,0.0,Public_Property,
1,2015.0,194310.0,Pace University-New York,1.0,Pace University,12843.0,0.0,0.0,0.0,Public_Property,
2,2016.0,194310.0,Pace University-New York,1.0,Pace University,13245.0,0.0,0.0,0.0,Public_Property,
0,2014.0,209807.0,Portland State University,1.0,Portland State University,27696.0,0.0,0.0,0.0,Noncampus,
1,2015.0,209807.0,Portland State University,1.0,Portland State University,27488.0,0.0,0.0,0.0,Noncampus,
2,2016.0,209807.0,Portland State University,1.0,Portland State University,26627.0,0.0,0.0,0.0,Noncampus,
0,2014.0,209807.0,Portland State University,1.0,Portland State University,27696.0,7.0,0.0,6.0,On_campus,
1,2015.0,209807.0,Portland State University,1.0,Portland State University,27488.0,10.0,4.0,17.0,On_campus,
2,2016.0,209807.0,Portland State University,1.0,Portland State University,26627.0,7.0,5.0,20.0,On_campus,
0,2014.0,209807.0,Portland State University,1.0,Portland State University,27696.0,4.0,0.0,4.0,On_campus_Student_Housing_Facilities,
1,2015.0,209807.0,Portland State University,1.0,Portland State University,27488.0,8.0,2.0,3.0,On_campus_Student_Housing_Facilities,
2,2016.0,209807.0,Portland State University,1.0,Portland State University,26627.0,5.0,1.0,3.0,On_campus_Student_Housing_Facilities,
0,2014.0,209807.0,Portland State University,1.0,Portland State University,27696.0,1.0,0.0,1.0,Public_Property,
1,2015.0,209807.0,Portland State University,1.0,Portland State University,27488.0,0.0,0.0,0.0,Public_Property,
2,2016.0,209807.0,Portland State University,1.0,Portland State University,26627.0,3.0,1.0,1.0,Public_Property,
0,2014.0,227766.0,Richland College,1.0,Main Campus,19343.0,0.0,0.0,0.0,On_campus,
1,2015.0,227766.0,Richland College,1.0,Main Campus,16687.0,0.0,0.0,4.0,On_campus,
2,2016.0,227766.0,Richland College,1.0,Main Campus,18106.0,0.0,0.0,3.0,On_campus,
0,2014.0,227766.0,Richland College,1.0,Main Campus,19343.0,0.0,0.0,0.0,Public_Property,
1,2015.0,227766.0,Richland College,1.0,Main Campus,16687.0,0.0,0.0,0.0,Public_Property,
2,2016.0,227766.0,Richland College,1.0,Main Campus,18106.0,0.0,0.0,0.0,Public_Property,
0,2016.0,122597.0,San Francisco State University,1.0,Main Campus,29045.0,0.0,0.0,0.0,Noncampus,
0,2014.0,122597.0,San Francisco State University,1.0,Main Campus,29465.0,0.0,4.0,3.0,On_campus,
1,2015.0,122597.0,San Francisco State University,1.0,Main Campus,30256.0,3.0,1.0,10.0,On_campus,
2,2016.0,122597.0,San Francisco State University,1.0,Main Campus,29045.0,1.0,5.0,8.0,On_campus,
0,2014.0,122597.0,San Francisco State University,1.0,Main Campus,29465.0,0.0,3.0,0.0,On_campus_Student_Housing_Facilities,
1,2015.0,122597.0,San Francisco State University,1.0,Main Campus,30256.0,2.0,1.0,2.0,On_campus_Student_Housing_Facilities,
2,2016.0,122597.0,San Francisco State University,1.0,Main Campus,29045.0,1.0,5.0,3.0,On_campus_Student_Housing_Facilities,
0,2014.0,122597.0,San Francisco State University,1.0,Main Campus,29465.0,0.0,0.0,0.0,Public_Property,
1,2015.0,122597.0,San Francisco State University,1.0,Main Campus,30256.0,2.0,0.0,0.0,Public_Property,
2,2016.0,122597.0,San Francisco State University,1.0,Main Campus,29045.0,1.0,0.0,0.0,Public_Property,
0,2014.0,196413.0,Syracuse University,1.0,Main Campus,21492.0,0.0,0.0,1.0,Noncampus,
1,2015.0,196413.0,Syracuse University,1.0,Main Campus,21789.0,0.0,0.0,0.0,Noncampus,
2,2016.0,196413.0,Syracuse University,1.0,Main Campus,21970.0,0.0,0.0,0.0,Noncampus,
0,2014.0,196413.0,Syracuse University,1.0,Main Campus,21492.0,0.0,3.0,1.0,On_campus,
1,2015.0,196413.0,Syracuse University,1.0,Main Campus,21789.0,0.0,4.0,10.0,On_campus,
2,2016.0,196413.0,Syracuse University,1.0,Main Campus,21970.0,0.0,8.0,15.0,On_campus,
0,2014.0,196413.0,Syracuse University,1.0,Main Campus,21492.0,0.0,2.0,0.0,On_campus_Student_Housing_Facilities,
1,2015.0,196413.0,Syracuse University,1.0,Main Campus,21789.0,0.0,3.0,2.0,On_campus_Student_Housing_Facilities,
2,2016.0,196413.0,Syracuse University,1.0,Main Campus,21970.0,0.0,8.0,5.0,On_campus_Student_Housing_Facilities,
0,2014.0,196413.0,Syracuse University,1.0,Main Campus,21492.0,0.0,0.0,0.0,Public_Property,
1,2015.0,196413.0,Syracuse University,1.0,Main Campus,21789.0,0.0,0.0,0.0,Public_Property,
2,2016.0,196413.0,Syracuse University,1.0,Main Campus,21970.0,0.0,0.0,0.0,Public_Property,
0,2014.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,61642.0,0.0,0.0,0.0,Noncampus,
1,2015.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,63813.0,0.0,0.0,1.0,Noncampus,
2,2016.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,65632.0,0.0,0.0,0.0,Noncampus,
0,2014.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,61642.0,7.0,2.0,5.0,On_campus,
1,2015.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,63813.0,8.0,13.0,21.0,On_campus,
2,2016.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,65632.0,15.0,17.0,76.0,On_campus,
0,2014.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,61642.0,1.0,1.0,2.0,On_campus_Student_Housing_Facilities,
1,2015.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,63813.0,2.0,9.0,10.0,On_campus_Student_Housing_Facilities,
2,2016.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,65632.0,12.0,6.0,19.0,On_campus_Student_Housing_Facilities,
0,2014.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,61642.0,0.0,0.0,0.0,Public_Property,
1,2015.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,63813.0,0.0,0.0,0.0,Public_Property,
2,2016.0,228723.0,Texas A & M University-College Station,1.0,Texas A&M University,65632.0,1.0,1.0,1.0,Public_Property,
0,2014.0,228778.0,The University of Texas at Austin,1.0,The University of Texas at Austin,51313.0,8.0,1.0,3.0,Noncampus,
1,2015.0,228778.0,The University of Texas at Austin,1.0,The University of Texas at Austin,50950.0,7.0,0.0,0.0,Noncampus,
2,2016.0,228778.0,The University of Texas at Austin,1.0,The University of Texas at Austin,51331.0,8.0,1.0,0.0,Noncampus,
0,2014.0,228778.0,The University of Texas at Austin,1.0,The University of Texas at Austin,51313.0,8.0,17.0,23.0,On_campus,
1,2015.0,228778.0,The University of Texas at Austin,1.0,The University of Texas at Austin,50950.0,1.0,5.0,11.0,On_campus,
2,2016.0,228778.0,The University of Texas at Austin,1.0,The University of Texas at Austin,51331.0,9.0,22.0,31.0,On_campus,
0,2014.0,228778.0,The University of Texas at Austin,1.0,The University of Texas at Austin,51313.0,3.0,12.0,8.0,On_campus_Student_Housing_Facilities,
1,2015.0,228778.0,The University of Texas at Austin,1.0,The University of Texas at Austin,50950.0,1.0,4.0,0.0,On_campus_Student_Housing_Facilities,
2,2016.0,228778.0,The University of Texas at Austin,1.0,The University of Texas at Austin,51331.0,5.0,16.0,3.0,On_campus_Student_Housing_Facilities,
0,2014.0,228778.0,The University of Texas at Austin,1.0,The University of Texas at Austin,51313.0,2.0,0.0,0.0,Public_Property,
1,2015.0,228778.0,The University of Texas at Austin,1.0,The University of Texas at Austin,50950.0,4.0,1.0,0.0,Public_Property,
2,2016.0,228778.0,The University of Texas at Austin,1.0,The University of Texas at Austin,51331.0,1.0,2.0,0.0,Public_Property,
0,2014.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45140.0,2.0,0.0,0.0,Noncampus,
1,2015.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45842.0,1.0,0.0,1.0,Noncampus,
2,2016.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,46951.0,6.0,0.0,2.0,Noncampus,
0,2014.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45140.0,14.0,0.0,3.0,On_campus,
1,2015.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45842.0,13.0,0.0,23.0,On_campus,
2,2016.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,46951.0,16.0,0.0,44.0,On_campus,
0,2014.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45140.0,6.0,0.0,2.0,On_campus_Student_Housing_Facilities,
1,2015.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45842.0,7.0,0.0,7.0,On_campus_Student_Housing_Facilities,
2,2016.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,46951.0,14.0,0.0,10.0,On_campus_Student_Housing_Facilities,
0,2014.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45140.0,3.0,0.0,0.0,Public_Property,
1,2015.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,45842.0,6.0,0.0,3.0,Public_Property,
2,2016.0,145637.0,University of Illinois at Urbana-Champaign,1.0,Main Campus,46951.0,0.0,0.0,0.0,Public_Property,
0,2014.0,243601.0,Universidad Del Turabo,1.0,Main Campus,17325.0,0.0,0.0,0.0,Noncampus,
1,2015.0,243601.0,Universidad Del Turabo,1.0,Main Campus,17509.0,0.0,0.0,0.0,Noncampus,
0,2014.0,243601.0,Universidad Del Turabo,1.0,Main Campus,17325.0,0.0,2.0,0.0,On_campus,
1,2014.0,243601.0,Universidad Del Turabo,2.0,Yabucoa Campus,17325.0,0.0,0.0,0.0,On_campus,
2,2014.0,243601.0,Universidad Del Turabo,3.0,Cayey Campus,17325.0,0.0,0.0,0.0,On_campus,
3,2014.0,243601.0,Universidad Del Turabo,4.0,Naguabo Campus,17325.0,0.0,0.0,0.0,On_campus,
4,2014.0,243601.0,Universidad Del Turabo,5.0,Isabela Campus,17325.0,0.0,0.0,0.0,On_campus,
5,2014.0,243601.0,Universidad Del Turabo,6.0,Ponce Campus,17325.0,0.0,0.0,0.0,On_campus,
6,2014.0,243601.0,Universidad Del Turabo,7.0,Barceloneta Campus,17325.0,0.0,0.0,0.0,On_campus,
7,2014.0,243601.0,Universidad Del Turabo,8.0,Metro Orlando,17325.0,0.0,0.0,0.0,On_campus,
8,2014.0,243601.0,Universidad Del Turabo,9.0,University Center Tampa Bay- FL,17325.0,0.0,0.0,0.0,On_campus,
9,2014.0,243601.0,Universidad Del Turabo,10.0,University Center South Florida,17325.0,0.0,0.0,0.0,On_campus,
10,2014.0,243601.0,Universidad Del Turabo,11.0,Capital Area Campus,17325.0,0.0,0.0,0.0,On_campus,
11,2015.0,243601.0,Universidad Del Turabo,1.0,Main Campus,17509.0,0.0,1.0,0.0,On_campus,
12,2015.0,243601.0,Universidad Del Turabo,2.0,Yabucoa Campus,17509.0,0.0,0.0,0.0,On_campus,
13,2015.0,243601.0,Universidad Del Turabo,3.0,Cayey Campus,17509.0,0.0,0.0,0.0,On_campus,
14,2015.0,243601.0,Universidad Del Turabo,5.0,Isabela Campus,17509.0,0.0,0.0,0.0,On_campus,
15,2015.0,243601.0,Universidad Del Turabo,6.0,Ponce Campus,17509.0,0.0,0.0,0.0,On_campus,
16,2015.0,243601.0,Universidad Del Turabo,7.0,Barceloneta Campus,17509.0,0.0,0.0,0.0,On_campus,
17,2015.0,243601.0,Universidad Del Turabo,8.0,Metro Orlando,17509.0,0.0,0.0,0.0,On_campus,
18,2015.0,243601.0,Universidad Del Turabo,9.0,University Center Tampa Bay- FL,17509.0,0.0,0.0,0.0,On_campus,
19,2015.0,243601.0,Universidad Del Turabo,10.0,University Center South Florida,17509.0,0.0,0.0,0.0,On_campus,
20,2015.0,243601.0,Universidad Del Turabo,11.0,Capital Area Campus,17509.0,0.0,0.0,0.0,On_campus,
21,2015.0,243601.0,Universidad Del Turabo,12.0,Dallas,17509.0,0.0,0.0,0.0,On_campus,
22,2016.0,243601.0,Universidad Del Turabo,1.0,Main Campus,17167.0,0.0,0.0,0.0,On_campus,
23,2016.0,243601.0,Universidad Del Turabo,2.0,Yabucoa Campus,17167.0,0.0,0.0,0.0,On_campus,
24,2016.0,243601.0,Universidad Del Turabo,3.0,Cayey Campus,17167.0,0.0,0.0,0.0,On_campus,
25,2016.0,243601.0,Universidad Del Turabo,5.0,Isabela Campus,17167.0,0.0,0.0,0.0,On_campus,
26,2016.0,243601.0,Universidad Del Turabo,6.0,Ponce Campus,17167.0,0.0,0.0,0.0,On_campus,
27,2016.0,243601.0,Universidad Del Turabo,7.0,Barceloneta Campus,17167.0,0.0,0.0,0.0,On_campus,
28,2016.0,243601.0,Universidad Del Turabo,8.0,Metro Orlando,17167.0,0.0,0.0,0.0,On_campus,
29,2016.0,243601.0,Universidad Del Turabo,9.0,University Center Tampa Bay- FL,17167.0,0.0,0.0,0.0,On_campus,
30,2016.0,243601.0,Universidad Del Turabo,10.0,University Center South Florida,17167.0,0.0,0.0,0.0,On_campus,
31,2016.0,243601.0,Universidad Del Turabo,11.0,Capital Area Campus,17167.0,0.0,0.0,0.0,On_campus,
32,2016.0,243601.0,Universidad Del Turabo,12.0,Dallas,17167.0,0.0,0.0,0.0,On_campus,
0,2014.0,243601.0,Universidad Del Turabo,1.0,Main Campus,17325.0,0.0,0.0,0.0,Public_Property,
1,2014.0,243601.0,Universidad Del Turabo,2.0,Yabucoa Campus,17325.0,0.0,0.0,0.0,Public_Property,
2,2014.0,243601.0,Universidad Del Turabo,3.0,Cayey Campus,17325.0,0.0,0.0,0.0,Public_Property,
3,2014.0,243601.0,Universidad Del Turabo,4.0,Naguabo Campus,17325.0,0.0,0.0,0.0,Public_Property,
4,2014.0,243601.0,Universidad Del Turabo,5.0,Isabela Campus,17325.0,0.0,0.0,0.0,Public_Property,
5,2014.0,243601.0,Universidad Del Turabo,6.0,Ponce Campus,17325.0,0.0,0.0,0.0,Public_Property,
6,2014.0,243601.0,Universidad Del Turabo,7.0,Barceloneta Campus,17325.0,0.0,0.0,0.0,Public_Property,
7,2014.0,243601.0,Universidad Del Turabo,8.0,Metro Orlando,17325.0,0.0,0.0,0.0,Public_Property,
8,2014.0,243601.0,Universidad Del Turabo,9.0,University Center Tampa Bay- FL,17325.0,0.0,0.0,0.0,Public_Property,
9,2014.0,243601.0,Universidad Del Turabo,10.0,University Center South Florida,17325.0,0.0,0.0,0.0,Public_Property,
10,2014.0,243601.0,Universidad Del Turabo,11.0,Capital Area Campus,17325.0,0.0,0.0,0.0,Public_Property,
11,2015.0,243601.0,Universidad Del Turabo,1.0,Main Campus,17509.0,0.0,0.0,0.0,Public_Property,
12,2015.0,243601.0,Universidad Del Turabo,2.0,Yabucoa Campus,17509.0,0.0,0.0,0.0,Public_Property,
13,2015.0,243601.0,Universidad Del Turabo,3.0,Cayey Campus,17509.0,0.0,0.0,0.0,Public_Property,
14,2015.0,243601.0,Universidad Del Turabo,5.0,Isabela Campus,17509.0,0.0,0.0,0.0,Public_Property,
15,2015.0,243601.0,Universidad Del Turabo,6.0,Ponce Campus,17509.0,0.0,0.0,0.0,Public_Property,
16,2015.0,243601.0,Universidad Del Turabo,7.0,Barceloneta Campus,17509.0,0.0,0.0,0.0,Public_Property,
17,2015.0,243601.0,Universidad Del Turabo,8.0,Metro Orlando,17509.0,0.0,0.0,0.0,Public_Property,
18,2015.0,243601.0,Universidad Del Turabo,9.0,University Center Tampa Bay- FL,17509.0,0.0,0.0,0.0,Public_Property,
19,2015.0,243601.0,Universidad Del Turabo,10.0,University Center South Florida,17509.0,0.0,0.0,0.0,Public_Property,
20,2015.0,243601.0,Universidad Del Turabo,11.0,Capital Area Campus,17509.0,0.0,0.0,0.0,Public_Property,
21,2015.0,243601.0,Universidad Del Turabo,12.0,Dallas,17509.0,0.0,0.0,0.0,Public_Property,
22,2016.0,243601.0,Universidad Del Turabo,1.0,Main Campus,17167.0,0.0,0.0,0.0,Public_Property,
23,2016.0,243601.0,Universidad Del Turabo,2.0,Yabucoa Campus,17167.0,0.0,0.0,0.0,Public_Property,
24,2016.0,243601.0,Universidad Del Turabo,3.0,Cayey Campus,17167.0,0.0,0.0,0.0,Public_Property,
25,2016.0,243601.0,Universidad Del Turabo,5.0,Isabela Campus,17167.0,0.0,0.0,0.0,Public_Property,
26,2016.0,243601.0,Universidad Del Turabo,6.0,Ponce Campus,17167.0,0.0,0.0,0.0,Public_Property,
27,2016.0,243601.0,Universidad Del Turabo,7.0,Barceloneta Campus,17167.0,0.0,0.0,0.0,Public_Property,
28,2016.0,243601.0,Universidad Del Turabo,8.0,Metro Orlando,17167.0,0.0,0.0,0.0,Public_Property,
29,2016.0,243601.0,Universidad Del Turabo,9.0,University Center Tampa Bay- FL,17167.0,0.0,0.0,0.0,Public_Property,
30,2016.0,243601.0,Universidad Del Turabo,10.0,University Center South Florida,17167.0,0.0,0.0,0.0,Public_Property,
31,2016.0,243601.0,Universidad Del Turabo,11.0,Capital Area Campus,17167.0,0.0,0.0,0.0,Public_Property,
32,2016.0,243601.0,Universidad Del Turabo,12.0,Dallas,17167.0,0.0,0.0,0.0,Public_Property,
0,2014.0,104179.0,University of Arizona,1.0,Main Campus,42236.0,3.0,0.0,1.0,Noncampus,
1,2015.0,104179.0,University of Arizona,1.0,Main Campus,42595.0,0.0,0.0,2.0,Noncampus,
2,2016.0,104179.0,University of Arizona,1.0,Main Campus,43161.0,6.0,1.0,0.0,Noncampus,
0,2014.0,104179.0,University of Arizona,1.0,Main Campus,42236.0,14.0,2.0,3.0,On_campus,
1,2015.0,104179.0,University of Arizona,1.0,Main Campus,42595.0,15.0,2.0,10.0,On_campus,
2,2016.0,104179.0,University of Arizona,1.0,Main Campus,43161.0,14.0,7.0,2.0,On_campus,
0,2014.0,104179.0,University of Arizona,1.0,Main Campus,42236.0,10.0,2.0,1.0,On_campus_Student_Housing_Facilities,
1,2015.0,104179.0,University of Arizona,1.0,Main Campus,42595.0,11.0,0.0,1.0,On_campus_Student_Housing_Facilities,
2,2016.0,104179.0,University of Arizona,1.0,Main Campus,43161.0,10.0,1.0,0.0,On_campus_Student_Housing_Facilities,
0,2014.0,104179.0,University of Arizona,1.0,Main Campus,42236.0,1.0,2.0,2.0,Public_Property,
1,2015.0,104179.0,University of Arizona,1.0,Main Campus,42595.0,4.0,2.0,1.0,Public_Property,
2,2016.0,104179.0,University of Arizona,1.0,Main Campus,43161.0,1.0,2.0,0.0,Public_Property,
0,2014.0,110635.0,University of California-Berkeley,1.0,Main Campus,37565.0,4.0,0.0,1.0,Noncampus,
1,2015.0,110635.0,University of California-Berkeley,1.0,Main Campus,38189.0,13.0,5.0,2.0,Noncampus,
2,2016.0,110635.0,University of California-Berkeley,1.0,Main Campus,40154.0,10.0,2.0,1.0,Noncampus,
0,2014.0,110635.0,University of California-Berkeley,1.0,Main Campus,37565.0,1.0,6.0,22.0,On_campus,
1,2015.0,110635.0,University of California-Berkeley,1.0,Main Campus,38189.0,5.0,11.0,8.0,On_campus,
2,2016.0,110635.0,University of California-Berkeley,1.0,Main Campus,40154.0,2.0,14.0,21.0,On_campus,
0,2014.0,110635.0,University of California-Berkeley,1.0,Main Campus,37565.0,1.0,2.0,7.0,On_campus_Student_Housing_Facilities,
1,2015.0,110635.0,University of California-Berkeley,1.0,Main Campus,38189.0,4.0,3.0,2.0,On_campus_Student_Housing_Facilities,
2,2016.0,110635.0,University of California-Berkeley,1.0,Main Campus,40154.0,1.0,6.0,3.0,On_campus_Student_Housing_Facilities,
0,2014.0,110635.0,University of California-Berkeley,1.0,Main Campus,37565.0,2.0,1.0,1.0,Public_Property,
1,2015.0,110635.0,University of California-Berkeley,1.0,Main Campus,38189.0,2.0,2.0,1.0,Public_Property,
2,2016.0,110635.0,University of California-Berkeley,1.0,Main Campus,40154.0,0.0,0.0,0.0,Public_Property,
0,2014.0,110662.0,University of California-Los Angeles,1.0,UCLA,41845.0,4.0,0.0,0.0,Noncampus,
1,2015.0,110662.0,University of California-Los Angeles,1.0,UCLA,41908.0,0.0,0.0,0.0,Noncampus,
2,2016.0,110662.0,University of California-Los Angeles,1.0,UCLA,43548.0,5.0,4.0,1.0,Noncampus,
0,2014.0,110662.0,University of California-Los Angeles,1.0,UCLA,41845.0,2.0,0.0,1.0,On_campus,
1,2015.0,110662.0,University of California-Los Angeles,1.0,UCLA,41908.0,1.0,1.0,1.0,On_campus,
2,2016.0,110662.0,University of California-Los Angeles,1.0,UCLA,43548.0,9.0,6.0,7.0,On_campus,
0,2014.0,110662.0,University of California-Los Angeles,1.0,UCLA,41845.0,0.0,0.0,0.0,On_campus_Student_Housing_Facilities,
1,2015.0,110662.0,University of California-Los Angeles,1.0,UCLA,41908.0,1.0,0.0,1.0,On_campus_Student_Housing_Facilities,
2,2016.0,110662.0,University of California-Los Angeles,1.0,UCLA,43548.0,5.0,4.0,5.0,On_campus_Student_Housing_Facilities,
0,2014.0,110662.0,University of California-Los Angeles,1.0,UCLA,41845.0,0.0,1.0,0.0,Public_Property,
1,2015.0,110662.0,University of California-Los Angeles,1.0,UCLA,41908.0,1.0,0.0,0.0,Public_Property,
2,2016.0,110662.0,University of California-Los Angeles,1.0,UCLA,43548.0,0.0,0.0,0.0,Public_Property,
0,2014.0,126614.0,University of Colorado Boulder,1.0,Main Campus,32432.0,4.0,0.0,1.0,Noncampus,
1,2015.0,126614.0,University of Colorado Boulder,1.0,Main Campus,33056.0,2.0,0.0,0.0,Noncampus,
2,2016.0,126614.0,University of Colorado Boulder,1.0,Main Campus,33977.0,0.0,0.0,0.0,Noncampus,
0,2014.0,126614.0,University of Colorado Boulder,1.0,Main Campus,32432.0,8.0,1.0,3.0,On_campus,
1,2015.0,126614.0,University of Colorado Boulder,1.0,Main Campus,33056.0,18.0,4.0,15.0,On_campus,
2,2016.0,126614.0,University of Colorado Boulder,1.0,Main Campus,33977.0,23.0,2.0,9.0,On_campus,
0,2014.0,126614.0,University of Colorado Boulder,1.0,Main Campus,32432.0,7.0,1.0,1.0,On_campus_Student_Housing_Facilities,
1,2015.0,126614.0,University of Colorado Boulder,1.0,Main Campus,33056.0,15.0,4.0,8.0,On_campus_Student_Housing_Facilities,
2,2016.0,126614.0,University of Colorado Boulder,1.0,Main Campus,33977.0,12.0,0.0,2.0,On_campus_Student_Housing_Facilities,
0,2014.0,126614.0,University of Colorado Boulder,1.0,Main Campus,32432.0,0.0,0.0,0.0,Public_Property,
1,2015.0,126614.0,University of Colorado Boulder,1.0,Main Campus,33056.0,0.0,0.0,0.0,Public_Property,
2,2016.0,126614.0,University of Colorado Boulder,1.0,Main Campus,33977.0,1.0,0.0,0.0,Public_Property,
0,2014.0,130943.0,University of Delaware,1.0,Main Campus,22680.0,0.0,0.0,0.0,Noncampus,
1,2015.0,130943.0,University of Delaware,1.0,Main Campus,22852.0,0.0,0.0,0.0,Noncampus,
2,2016.0,130943.0,University of Delaware,1.0,Main Campus,23009.0,0.0,0.0,0.0,Noncampus,
0,2014.0,130943.0,University of Delaware,1.0,Main Campus,22680.0,1.0,5.0,3.0,On_campus,
1,2015.0,130943.0,University of Delaware,1.0,Main Campus,22852.0,0.0,5.0,5.0,On_campus,
2,2016.0,130943.0,University of Delaware,1.0,Main Campus,23009.0,1.0,5.0,15.0,On_campus,
0,2014.0,130943.0,University of Delaware,1.0,Main Campus,22680.0,0.0,2.0,0.0,On_campus_Student_Housing_Facilities,
1,2015.0,130943.0,University of Delaware,1.0,Main Campus,22852.0,0.0,4.0,3.0,On_campus_Student_Housing_Facilities,
2,2016.0,130943.0,University of Delaware,1.0,Main Campus,23009.0,1.0,1.0,12.0,On_campus_Student_Housing_Facilities,
0,2014.0,130943.0,University of Delaware,1.0,Main Campus,22680.0,0.0,1.0,0.0,Public_Property,
1,2015.0,130943.0,University of Delaware,1.0,Main Campus,22852.0,0.0,2.0,0.0,Public_Property,
2,2016.0,130943.0,University of Delaware,1.0,Main Campus,23009.0,0.0,1.0,0.0,Public_Property,
0,2014.0,127565.0,Metropolitan State University of Denver,1.0,Main Campus,21674.0,0.0,0.0,0.0,Noncampus,
1,2015.0,127565.0,Metropolitan State University of Denver,1.0,Main Campus,20676.0,0.0,0.0,0.0,Noncampus,
2,2016.0,127565.0,Metropolitan State University of Denver,1.0,Main Campus,20474.0,0.0,0.0,0.0,Noncampus,
0,2014.0,127565.0,Metropolitan State University of Denver,1.0,Main Campus,21674.0,5.0,0.0,7.0,On_campus,
